0.000000 -0.718100
0.052700 -0.699000
0.103900 -0.680700
0.155100 -0.662400
0.206300 -0.644100
0.257700 -0.625600
0.309400 -0.607100
0.361200 -0.588600
0.413000 -0.570000
0.464800 -0.551500
0.516500 -0.533000
0.568300 -0.514400
0.620000 -0.495900
0.671700 -0.477400
0.723500 -0.458900
0.775100 -0.440400
0.826800 -0.421900
0.878400 -0.403400
0.930100 -0.384900
0.981800 -0.366400
1.033400 -0.347900
1.085100 -0.329400
1.136600 -0.311000
1.188100 -0.292500
1.239700 -0.274000
1.291400 -0.255500
1.343100 -0.237000
1.394700 -0.218500
1.446300 -0.200100
1.497900 -0.181600
1.549500 -0.163100
1.601100 -0.144600
1.652700 -0.126200
1.704300 -0.107700
1.755900 -0.089200
1.807600 -0.070700
1.859200 -0.052200
1.910900 -0.033700
1.962500 -0.015300
2.013900 0.003200
2.064100 0.020800
2.114800 0.029500
2.165100 0.034300
2.214900 0.037400
2.264200 0.039400
2.313300 0.040900
2.362300 0.041800
2.411200 0.042400
2.460000 0.042700
2.508800 0.042800
2.557700 0.042700
2.606400 0.042400
2.655200 0.042000
2.704000 0.041500
2.752800 0.040900
2.801600 0.040300
2.850400 0.039600
2.899200 0.038900
2.948100 0.038100
2.996900 0.037300
3.045800 0.036500
3.094700 0.035700
3.151800 0.034700
3.218600 0.033600
3.296800 0.032300
3.388200 0.030700
3.495200 0.029000
3.620300 0.027100
3.766800 0.024900
3.938100 0.022600
4.138800 0.020100
4.373600 0.017600
4.648600 0.015000
4.970500 0.012500
5.347500 0.010100
5.788700 0.007900
6.305200 0.006000
6.909600 0.004400
7.616800 0.003200
8.444000 0.002100
9.411400 0.001400
10.542600 0.000900
11.865000 0.000500
13.411000 0.000300
15.218100 0.000100
17.330400 0.000100
19.799300 0.000000
22.685000 -0.000000
26.057900 -0.000100
30.000100 -0.000100
