0.000000 -0.530000
0.052200 -0.511200
0.102900 -0.493100
0.153700 -0.474900
0.204600 -0.456700
0.255700 -0.438400
0.306700 -0.420100
0.357700 -0.401900
0.408900 -0.383500
0.460200 -0.365200
0.511400 -0.346800
0.562500 -0.328500
0.613700 -0.310200
0.664700 -0.291900
0.715700 -0.273700
0.766800 -0.255400
0.818000 -0.237100
0.869000 -0.218800
0.920100 -0.200500
0.971200 -0.182200
1.022300 -0.163900
1.073400 -0.145600
1.124400 -0.127300
1.175600 -0.109000
1.226700 -0.090700
1.277900 -0.072400
1.329100 -0.054200
1.379500 -0.035600
1.429700 -0.020400
1.480400 -0.012300
1.530800 -0.006800
1.580700 -0.002800
1.630500 0.000400
1.680300 0.002900
1.729900 0.004900
1.779500 0.006600
1.829100 0.007900
1.878600 0.008900
1.928000 0.009700
1.977500 0.010400
2.027000 0.010900
2.076400 0.011200
2.125900 0.011500
2.175300 0.011700
2.224700 0.011800
2.274200 0.011900
2.323600 0.011900
2.373100 0.011800
2.422500 0.011800
2.472000 0.011600
2.521500 0.011500
2.570900 0.011400
2.620400 0.011200
2.669900 0.011000
2.719400 0.010800
2.769000 0.010600
2.818500 0.010400
2.868000 0.010200
2.917600 0.010000
2.967100 0.009800
3.016700 0.009600
3.066300 0.009400
3.124300 0.009100
3.192000 0.008800
3.271300 0.008500
3.363900 0.008100
3.472200 0.007700
3.598900 0.007200
3.747000 0.006700
3.920200 0.006100
4.122800 0.005500
4.359700 0.004900
4.636700 0.004300
4.960700 0.003700
5.339500 0.003100
5.782600 0.002500
6.300600 0.002000
6.906400 0.001600
7.614600 0.001200
8.442600 0.000800
9.410600 0.000600
10.542200 0.000400
11.864900 0.000200
13.411000 0.000100
15.218100 0.000100
17.330400 0.000000
19.799400 -0.000000
22.685100 -0.000100
26.058000 -0.000100
30.000200 -0.000100
