0.000000 -0.444300
0.052600 -0.425300
0.104100 -0.406900
0.155900 -0.388300
0.207600 -0.369800
0.259600 -0.351200
0.311700 -0.332600
0.363800 -0.313900
0.416200 -0.295100
0.468800 -0.276300
0.521300 -0.257500
0.573900 -0.238700
0.626500 -0.219800
0.679000 -0.201000
0.731400 -0.182300
0.783800 -0.163500
0.836100 -0.144800
0.888400 -0.126100
0.940700 -0.107400
0.992900 -0.088700
1.045100 -0.070000
1.097400 -0.051300
1.149600 -0.032600
1.201900 -0.013800
1.254200 0.004900
1.306700 0.023500
1.357500 0.043100
1.408100 0.053000
1.457800 0.055300
1.506500 0.054700
1.554500 0.053100
1.602100 0.050900
1.649700 0.048700
1.697300 0.046300
1.744900 0.043900
1.792600 0.041500
1.840400 0.039200
1.888200 0.036900
1.936100 0.034700
1.984100 0.032600
2.032100 0.030500
2.080300 0.028600
2.128500 0.026800
2.176800 0.025000
2.225200 0.023400
2.273600 0.021800
2.322200 0.020400
2.370800 0.019000
2.419500 0.017700
2.468200 0.016500
2.517100 0.015400
2.565900 0.014300
2.614900 0.013300
2.663900 0.012400
2.713000 0.011500
2.762100 0.010700
2.811300 0.010000
2.860600 0.009300
2.909900 0.008700
2.959200 0.008100
3.008600 0.007500
3.058000 0.007000
3.115800 0.006400
3.183400 0.005800
3.262600 0.005200
3.355200 0.004500
3.463500 0.003900
3.590200 0.003200
3.738500 0.002600
3.912000 0.002100
4.115000 0.001600
4.352400 0.001100
4.630000 0.000800
4.954700 0.000500
5.334300 0.000300
5.778100 0.000200
6.297000 0.000100
6.903400 0.000100
7.612300 0.000000
8.440800 0.000000
9.409200 0.000000
10.541100 0.000000
11.864100 0.000000
13.410400 0.000000
15.217700 -0.000000
17.330100 -0.000000
19.799100 -0.000000
22.684900 -0.000000
26.057700 -0.000000
30.000000 -0.000000
