  0.000001  -0.0000   0.00100000
  0.000002  -0.0000   0.00200000
  0.000005  -0.0000   0.00300000
  0.000062  -0.0000   0.00450000
  0.001299  -0.0000   0.00675000
  0.005978  -0.0000   0.01013000
  0.005983  -0.0000   0.01350000
  0.005987  -0.0000   0.01688000
  0.005993  -0.0000   0.02194000
  0.006004  -0.0000   0.02953000
  0.006023  -0.0000   0.04092000
  0.006057  -0.0000   0.05801000
  0.006125  -0.0000   0.08364000
  0.006268  -0.0000   0.12200000
  0.006509  -0.0000   0.16900000
  0.006825  -0.0000   0.21500000
  0.007223  -0.0000   0.26200000
  0.007707  -0.0000   0.30900000
  0.008280  -0.0000   0.35600000
  0.008946  -0.0000   0.40200000
  0.009709  -0.0000   0.44900000
  0.010427  -0.0000   0.48900000
  0.011217  -0.0000   0.52800000
  0.012080  -0.0000   0.56800000
  0.013110  -0.0000   0.61100000
  0.014229  -0.0000   0.65400000
  0.015440  -0.0000   0.69700000
  0.016743  -0.0000   0.74000000
  0.018139  -0.0000   0.78400000
  0.019631  -0.0000   0.82700000
  0.021218  -0.0000   0.87000000
  0.021390  -0.0000   0.87500000
  0.021557  -0.0000   0.87900000
  0.021602  -0.0000   0.88400000
  0.021663  -0.0000   0.89100000
  0.021748  -0.0000   0.90100000
  0.021830  -0.0000   0.91200000
  0.021934  -0.0000   0.92600000
  0.022038  -0.0000   0.94000000
  0.022194  -0.0000   0.96000000
  0.022435  -0.0000   0.99200000
  0.022785  -0.0000   1.04000000
  0.023303  -0.0000   1.11000000
  0.024070  -0.0000   1.21000000
  0.025203  -0.0000   1.37000000
  0.026874  -0.0000   1.61000000
  0.028519  -0.0000   1.84000000
  0.030143  -0.0000   2.08000000
  0.031747  -0.0000   2.32000000
  0.034114  -0.0000   2.67000000
  0.037032  -0.0000   3.12000000
  0.039898  -0.0000   3.57000000
  0.042717  -0.0000   4.01000000
  0.042877  -0.0000   4.04000000
  0.043038  -0.0000   4.06000000
  0.043198  -0.0000   4.09000000
  0.043438  -0.0000   4.13000000
  0.043514  -0.0000   4.15000000
  0.043586  -0.0000   4.17000000
  0.043657  -0.0000   4.20000000
  0.043762  -0.0000   4.24000000
  0.043918  -0.0000   4.29000000
  0.044150  -0.0000   4.37000000
  0.044495  -0.0000   4.50000000
  0.045007  -0.0000   4.68000000
  0.045766  -0.0000   4.96000000
  0.046888  -0.0000   5.37000000
  0.048543  -0.0000   6.00000000
  0.050899  -0.0000   6.90000000
  0.053219  -0.0000   7.81000000
  0.055508  -0.0000   8.71000000
  0.057771  -0.0000   9.62000000
  0.061113  -0.0000  11.00000000
  0.065168  -0.0000  12.60000000
  0.065471  -0.0000  12.80000000
  0.065773  -0.0000  12.90000000
  0.066075  -0.0000  13.00000000
  0.066268  -0.0000  13.10000000
  0.066453  -0.0000  13.30000000
  0.066638  -0.0000  13.40000000
  0.066821  -0.0000  13.50000000
  0.067095  -0.0000  13.70000000
  0.067503  -0.0000  14.00000000
  0.068109  -0.0000  14.40000000
  0.069010  -0.0000  15.00000000
  0.070344  -0.0000  16.00000000
  0.072317  -0.0000  17.40000000
  0.075228  -0.0000  19.50000000
  0.078590  -0.0000  22.00000000
  0.081908  -0.0000  24.50000000
  0.085185  -0.0000  27.00000000
  0.086772  -0.0000  28.30000000
  0.088350  -0.0000  29.50000000
  0.088790  -0.0000  29.80000000
  0.089110  -0.0000  30.20000000
  0.089421  -0.0000  30.50000000
  0.089730  -0.0000  30.80000000
  0.090038  -0.0000  31.20000000
  0.090497  -0.0000  31.70000000
  0.091181  -0.0000  32.50000000
  0.092197  -0.0000  33.60000000
  0.093705  -0.0000  35.30000000
  0.095938  -0.0000  37.90000000
  0.099238  -0.0000  41.80000000
  0.103302  -0.0000  46.60000000
  0.107312  -0.0000  51.50000000
  0.111276  -0.0000  56.30000000
  0.111675  -0.0000  56.80000000
  0.111988  -0.0000  57.30000000
  0.112300  -0.0000  57.80000000
  0.112765  -0.0000  58.60000000
  0.113227  -0.0000  59.30000000
  0.113915  -0.0000  60.50000000
  0.114940  -0.0000  62.20000000
  0.116462  -0.0000  64.70000000
  0.118718  -0.0000  68.50000000
  0.122057  -0.0000  74.20000000
  0.126372  -0.0000  81.60000000
  0.130634  -0.0000  89.10000000
  0.133787  -0.0000  94.60000000
  0.134335  -0.0000  95.60000000
  0.134815  -0.0000  96.60000000
  0.135257  -0.0000  97.60000000
  0.135914  -0.0000  99.00000000
  0.136568  -0.0000 100.00000000
  0.137542  -0.0000 103.00000000
  0.138989  -0.0000 106.00000000
  0.141136  -0.0000 111.00000000
  0.144318  -0.0000 118.00000000
  0.148935  -0.0000 129.00000000
  0.153495  -0.0000 140.00000000
  0.155790  -0.0000 145.00000000
  0.157308  -0.0000 149.00000000
  0.157765  -0.0000 150.00000000
  0.158200  -0.0000 151.00000000
  0.158632  -0.0000 153.00000000
  0.159278  -0.0000 155.00000000
  0.160239  -0.0000 157.00000000
  0.161669  -0.0000 162.00000000
  0.163793  -0.0000 168.00000000
  0.166942  -0.0000 177.00000000
  0.171600  -0.0000 192.00000000
  0.176203  -0.0000 206.00000000
  0.179305  -0.0000 215.00000000
  0.180047  -0.0000 218.00000000
  0.180729  -0.0000 220.00000000
  0.181366  -0.0000 222.00000000
  0.182314  -0.0000 226.00000000
  0.183256  -0.0000 229.00000000
  0.184193  -0.0000 233.00000000
  0.185589  -0.0000 238.00000000
  0.187666  -0.0000 246.00000000
  0.190749  -0.0000 257.00000000
  0.195318  -0.0000 275.00000000
  0.199839  -0.0000 292.00000000
  0.201526  -0.0000 299.00000000
  0.203207  -0.0000 306.00000000
  0.203687  -0.0000 308.00000000
  0.204156  -0.0000 310.00000000
  0.204622  -0.0000 312.00000000
  0.205318  -0.0000 315.00000000
  0.206355  -0.0000 320.00000000
  0.207899  -0.0000 327.00000000
  0.210195  -0.0000 337.00000000
  0.213602  -0.0000 353.00000000
  0.218647  -0.0000 377.00000000
  0.223639  -0.0000 400.00000000
  0.224726  -0.0000 406.00000000
  0.225811  -0.0000 411.00000000
  0.226822  -0.0000 416.00000000
  0.227785  -0.0000 421.00000000
  0.228743  -0.0000 426.00000000
  0.229695  -0.0000 431.00000000
  0.230643  -0.0000 437.00000000
  0.232057  -0.0000 444.00000000
  0.234163  -0.0000 456.00000000
  0.237294  -0.0000 474.00000000
  0.241940  -0.0000 500.00000000
  0.247960  -0.0000 534.00000000
  0.248653  -0.0000 538.00000000
  0.249332  -0.0000 542.00000000
  0.249959  -0.0000 546.00000000
  0.250582  -0.0000 550.00000000
  0.251203  -0.0000 554.00000000
  0.251822  -0.0000 558.00000000
  0.252747  -0.0000 564.00000000
  0.254125  -0.0000 573.00000000
  0.256179  -0.0000 586.00000000
  0.259232  -0.0000 606.00000000
  0.263765  -0.0000 636.00000000
  0.269788  -0.0000 677.00000000
  0.270737  -0.0000 683.00000000
  0.271685  -0.0000 690.00000000
  0.272589  -0.0000 696.00000000
  0.273538  -0.0000 703.00000000
  0.274481  -0.0000 710.00000000
  0.275420  -0.0000 717.00000000
  0.276355  -0.0000 724.00000000
  0.277750  -0.0000 735.00000000
  0.279830  -0.0000 750.00000000
  0.282924  -0.0000 774.00000000
  0.287520  -0.0000 810.00000000
  0.293123  -0.0000 854.00000000
  0.294060  -0.0000 861.00000000
  0.294995  -0.0000 868.00000000
  0.295634  -0.0000 874.00000000
  0.296262  -0.0000 879.00000000
  0.296888  -0.0000 884.00000000
  0.297512  -0.0000 890.00000000
  0.298444  -0.0000 898.00000000
  0.299835  -0.0000 910.00000000
  0.301907  -0.0000 928.00000000
  0.304990  -0.0000 955.00000000
  0.309571  -0.0000 996.00000000
  0.316084  -0.0000 1054.00000000
  0.317007  -0.0000 1062.00000000
  0.317928  -0.0000 1071.00000000
  0.318628  -0.0000 1077.00000000
  0.319316  -0.0000 1084.00000000
  0.320002  -0.0000 1091.00000000
  0.320685  -0.0000 1097.00000000
  0.321706  -0.0000 1107.00000000
  0.323228  -0.0000 1123.00000000
  0.325498  -0.0000 1145.00000000
  0.328874  -0.0000 1179.00000000
  0.333890  -0.0000 1230.00000000
  0.340468  -0.0000 1297.00000000
  0.341197  -0.0000 1305.00000000
  0.341888  -0.0000 1312.00000000
  0.342577  -0.0000 1320.00000000
  0.343263  -0.0000 1328.00000000
  0.343947  -0.0000 1335.00000000
  0.344969  -0.0000 1346.00000000
  0.346495  -0.0000 1364.00000000
  0.348770  -0.0000 1389.00000000
  0.352156  -0.0000 1428.00000000
  0.357189  -0.0000 1485.00000000
  0.364012  -0.0000 1564.00000000
  0.364684  -0.0000 1572.00000000
  0.365351  -0.0000 1580.00000000
  0.366017  -0.0000 1589.00000000
  0.366680  -0.0000 1597.00000000
  0.367671  -0.0000 1609.00000000
  0.369151  -0.0000 1628.00000000
  0.371358  -0.0000 1656.00000000
  0.374644  -0.0000 1697.00000000
  0.379659  -0.0000 1761.00000000
  0.384637  -0.0000 1826.00000000
  0.385989  -0.0000 1843.00000000
  0.387316  -0.0000 1861.00000000
  0.388201  -0.0000 1873.00000000
  0.389082  -0.0000 1885.00000000
  0.389961  -0.0000 1897.00000000
  0.390836  -0.0000 1909.00000000
  0.392144  -0.0000 1927.00000000
  0.394096  -0.0000 1955.00000000
  0.397005  -0.0000 1996.00000000
  0.401336  -0.0000 2057.00000000
  0.407770  -0.0000 2150.00000000
  0.408937  -0.0000 2166.00000000
  0.410094  -0.0000 2183.00000000
  0.410868  -0.0000 2195.00000000
  0.411640  -0.0000 2207.00000000
  0.412410  -0.0000 2218.00000000
  0.413177  -0.0000 2230.00000000
  0.414323  -0.0000 2248.00000000
  0.416035  -0.0000 2274.00000000
  0.418588  -0.0000 2314.00000000
  0.422391  -0.0000 2374.00000000
  0.428045  -0.0000 2463.00000000
