  0.000053  -0.0000   0.00100000
  0.000114  -0.0000   0.00200000
  0.000310  -0.0000   0.00300000
  0.003610  -0.0000   0.00450000
  0.006268  -0.0000   0.00506300
  0.006329  -0.0000   0.00590600
  0.006407  -0.0000   0.00717200
  0.006524  -0.0000   0.00907000
  0.006700  -0.0000   0.01192000
  0.006965  -0.0000   0.01619000
  0.007366  -0.0000   0.02260000
  0.007979  -0.0000   0.03221000
  0.008932  -0.0000   0.04662000
  0.010023  -0.0000   0.06238000
  0.011173  -0.0000   0.07813000
  0.012392  -0.0000   0.09389000
  0.013685  -0.0000   0.11000000
  0.014782  -0.0000   0.12200000
  0.015934  -0.0000   0.13500000
  0.017144  -0.0000   0.14800000
  0.018414  -0.0000   0.16100000
  0.019745  -0.0000   0.17300000
  0.021142  -0.0000   0.18600000
  0.021564  -0.0000   0.19900000
  0.021900  -0.0000   0.21100000
  0.022236  -0.0000   0.22400000
  0.022707  -0.0000   0.24200000
  0.023183  -0.0000   0.26000000
  0.023666  -0.0000   0.27700000
  0.024155  -0.0000   0.29500000
  0.024839  -0.0000   0.31900000
  0.025543  -0.0000   0.34400000
  0.026502  -0.0000   0.37500000
  0.027506  -0.0000   0.40700000
  0.029021  -0.0000   0.45100000
  0.030652  -0.0000   0.49600000
  0.032013  -0.0000   0.53000000
  0.033456  -0.0000   0.56500000
  0.034987  -0.0000   0.60000000
  0.036609  -0.0000   0.63500000
  0.038325  -0.0000   0.67000000
  0.039813  -0.0000   0.69900000
  0.041368  -0.0000   0.72800000
  0.042745  -0.0000   0.75700000
  0.042928  -0.0000   0.76400000
  0.043109  -0.0000   0.77100000
  0.043289  -0.0000   0.77900000
  0.043559  -0.0000   0.78900000
  0.043960  -0.0000   0.80600000
  0.044421  -0.0000   0.82500000
  0.044882  -0.0000   0.84300000
  0.045344  -0.0000   0.86200000
  0.046008  -0.0000   0.88900000
  0.046680  -0.0000   0.91600000
  0.047565  -0.0000   0.95000000
  0.048471  -0.0000   0.98500000
  0.049433  -0.0000   1.03000000
  0.050246  -0.0000   1.08000000
  0.051041  -0.0000   1.13000000
  0.051822  -0.0000   1.17000000
  0.052935  -0.0000   1.24000000
  0.054030  -0.0000   1.31000000
  0.055642  -0.0000   1.41000000
  0.057230  -0.0000   1.52000000
  0.059391  -0.0000   1.66000000
  0.061522  -0.0000   1.80000000
  0.061926  -0.0000   1.83000000
  0.062330  -0.0000   1.85000000
  0.062661  -0.0000   1.88000000
  0.062980  -0.0000   1.92000000
  0.063435  -0.0000   1.98000000
  0.063870  -0.0000   2.04000000
  0.064290  -0.0000   2.11000000
  0.064698  -0.0000   2.17000000
  0.065289  -0.0000   2.26000000
  0.065864  -0.0000   2.35000000
  0.066703  -0.0000   2.49000000
  0.067526  -0.0000   2.62000000
  0.068739  -0.0000   2.83000000
  0.069938  -0.0000   3.04000000
  0.071719  -0.0000   3.34000000
  0.073487  -0.0000   3.65000000
  0.076119  -0.0000   4.12000000
  0.078731  -0.0000   4.58000000
  0.081527  -0.0000   5.08000000
  0.081927  -0.0000   5.15000000
  0.082299  -0.0000   5.22000000
  0.082546  -0.0000   5.29000000
  0.082900  -0.0000   5.40000000
  0.083408  -0.0000   5.56000000
  0.083899  -0.0000   5.72000000
  0.084379  -0.0000   5.88000000
  0.085080  -0.0000   6.13000000
  0.086113  -0.0000   6.49000000
  0.087571  -0.0000   7.00000000
  0.089021  -0.0000   7.52000000
  0.090899  -0.0000   8.20000000
  0.092771  -0.0000   8.87000000
  0.095567  -0.0000   9.88000000
  0.098348  -0.0000  10.90000000
  0.100708  -0.0000  11.70000000
  0.101413  -0.0000  12.00000000
  0.102089  -0.0000  12.30000000
  0.102552  -0.0000  12.50000000
  0.102996  -0.0000  12.80000000
  0.103429  -0.0000  13.00000000
  0.103853  -0.0000  13.30000000
  0.104480  -0.0000  13.70000000
  0.105408  -0.0000  14.30000000
  0.106791  -0.0000  15.10000000
  0.108541  -0.0000  16.20000000
  0.110288  -0.0000  17.30000000
  0.112032  -0.0000  18.40000000
  0.114641  -0.0000  20.10000000
  0.118531  -0.0000  22.60000000
  0.119143  -0.0000  23.00000000
  0.119755  -0.0000  23.30000000
  0.120366  -0.0000  23.70000000
  0.121280  -0.0000  24.30000000
  0.122019  -0.0000  24.80000000
  0.122418  -0.0000  25.20000000
  0.122805  -0.0000  25.50000000
  0.123183  -0.0000  25.90000000
  0.123740  -0.0000  26.50000000
  0.124565  -0.0000  27.30000000
  0.125795  -0.0000  28.50000000
  0.127327  -0.0000  30.10000000
  0.128857  -0.0000  31.60000000
  0.130386  -0.0000  33.10000000
  0.132674  -0.0000  35.40000000
  0.136093  -0.0000  38.90000000
  0.141185  -0.0000  44.10000000
  0.141500  -0.0000  44.40000000
  0.141815  -0.0000  44.70000000
  0.142093  -0.0000  45.00000000
  0.142438  -0.0000  45.50000000
  0.142939  -0.0000  46.20000000
  0.143675  -0.0000  47.30000000
  0.144405  -0.0000  48.40000000
  0.145132  -0.0000  49.50000000
  0.146223  -0.0000  51.10000000
  0.147857  -0.0000  53.60000000
  0.150304  -0.0000  57.20000000
  0.152745  -0.0000  60.90000000
  0.156392  -0.0000  66.40000000
  0.161826  -0.0000  74.60000000
  0.162123  -0.0000  75.10000000
  0.162362  -0.0000  75.50000000
  0.162596  -0.0000  76.00000000
  0.162941  -0.0000  76.70000000
  0.163451  -0.0000  77.80000000
  0.164210  -0.0000  79.40000000
  0.165346  -0.0000  81.80000000
  0.166873  -0.0000  85.00000000
  0.168399  -0.0000  88.20000000
  0.170684  -0.0000  93.00000000
  0.174101  -0.0000 100.00000000
  0.179197  -0.0000 111.00000000
  0.179678  -0.0000 112.00000000
  0.180158  -0.0000 113.00000000
  0.180638  -0.0000 114.00000000
  0.181358  -0.0000 116.00000000
  0.182386  -0.0000 118.00000000
  0.182751  -0.0000 119.00000000
  0.183109  -0.0000 120.00000000
  0.183463  -0.0000 121.00000000
  0.183991  -0.0000 123.00000000
  0.184782  -0.0000 125.00000000
  0.185968  -0.0000 128.00000000
  0.187746  -0.0000 133.00000000
  0.189521  -0.0000 138.00000000
  0.192179  -0.0000 146.00000000
  0.196149  -0.0000 157.00000000
  0.202068  -0.0000 175.00000000
  0.202422  -0.0000 176.00000000
  0.202709  -0.0000 177.00000000
  0.202990  -0.0000 178.00000000
  0.203406  -0.0000 179.00000000
  0.204027  -0.0000 182.00000000
  0.204956  -0.0000 185.00000000
  0.206350  -0.0000 190.00000000
  0.207743  -0.0000 196.00000000
  0.209829  -0.0000 203.00000000
  0.212949  -0.0000 215.00000000
  0.217608  -0.0000 233.00000000
  0.218690  -0.0000 237.00000000
  0.219770  -0.0000 241.00000000
  0.220849  -0.0000 245.00000000
  0.222465  -0.0000 251.00000000
  0.222826  -0.0000 253.00000000
  0.223155  -0.0000 254.00000000
  0.223480  -0.0000 256.00000000
  0.223965  -0.0000 258.00000000
  0.224692  -0.0000 262.00000000
  0.225781  -0.0000 267.00000000
  0.227415  -0.0000 275.00000000
  0.229046  -0.0000 283.00000000
  0.231488  -0.0000 295.00000000
  0.235138  -0.0000 312.00000000
  0.240586  -0.0000 339.00000000
  0.241043  -0.0000 341.00000000
  0.241500  -0.0000 343.00000000
  0.241957  -0.0000 346.00000000
  0.242642  -0.0000 349.00000000
  0.243152  -0.0000 352.00000000
  0.243619  -0.0000 355.00000000
  0.244084  -0.0000 357.00000000
  0.244780  -0.0000 362.00000000
  0.245823  -0.0000 368.00000000
  0.247388  -0.0000 377.00000000
  0.248950  -0.0000 387.00000000
  0.251289  -0.0000 401.00000000
  0.254787  -0.0000 422.00000000
  0.260008  -0.0000 454.00000000
  0.260561  -0.0000 458.00000000
  0.261114  -0.0000 461.00000000
  0.261667  -0.0000 465.00000000
  0.262496  -0.0000 470.00000000
  0.263286  -0.0000 475.00000000
  0.263814  -0.0000 479.00000000
  0.264339  -0.0000 483.00000000
  0.264864  -0.0000 487.00000000
  0.265388  -0.0000 490.00000000
  0.266174  -0.0000 496.00000000
  0.267353  -0.0000 505.00000000
  0.269120  -0.0000 518.00000000
  0.271763  -0.0000 538.00000000
  0.275713  -0.0000 568.00000000
  0.281610  -0.0000 613.00000000
  0.282057  -0.0000 616.00000000
  0.282504  -0.0000 619.00000000
  0.282950  -0.0000 623.00000000
  0.283581  -0.0000 628.00000000
  0.284142  -0.0000 633.00000000
  0.284701  -0.0000 638.00000000
  0.285259  -0.0000 643.00000000
  0.285818  -0.0000 648.00000000
  0.286656  -0.0000 656.00000000
  0.287911  -0.0000 667.00000000
  0.289791  -0.0000 684.00000000
  0.292605  -0.0000 710.00000000
  0.296809  -0.0000 748.00000000
  0.303084  -0.0000 806.00000000
  0.303494  -0.0000 810.00000000
  0.303867  -0.0000 813.00000000
  0.304216  -0.0000 817.00000000
  0.304736  -0.0000 823.00000000
  0.305517  -0.0000 831.00000000
  0.306626  -0.0000 843.00000000
  0.307734  -0.0000 855.00000000
  0.309394  -0.0000 874.00000000
  0.311878  -0.0000 901.00000000
  0.315592  -0.0000 941.00000000
  0.321139  -0.0000 1002.00000000
  0.321692  -0.0000 1009.00000000
  0.322246  -0.0000 1015.00000000
  0.322798  -0.0000 1021.00000000
  0.323627  -0.0000 1030.00000000
  0.324193  -0.0000 1037.00000000
  0.324714  -0.0000 1043.00000000
  0.325234  -0.0000 1050.00000000
  0.326014  -0.0000 1060.00000000
  0.326794  -0.0000 1070.00000000
  0.327963  -0.0000 1085.00000000
  0.329713  -0.0000 1108.00000000
  0.332333  -0.0000 1142.00000000
  0.336250  -0.0000 1193.00000000
  0.342099  -0.0000 1269.00000000
  0.342606  -0.0000 1276.00000000
  0.343114  -0.0000 1282.00000000
  0.343621  -0.0000 1289.00000000
  0.344363  -0.0000 1299.00000000
  0.344854  -0.0000 1306.00000000
  0.345343  -0.0000 1314.00000000
  0.345832  -0.0000 1321.00000000
  0.346566  -0.0000 1332.00000000
  0.347666  -0.0000 1349.00000000
  0.349313  -0.0000 1374.00000000
  0.351779  -0.0000 1411.00000000
  0.355467  -0.0000 1467.00000000
  0.360976  -0.0000 1552.00000000
  0.361648  -0.0000 1562.00000000
  0.362320  -0.0000 1572.00000000
  0.362991  -0.0000 1582.00000000
  0.363996  -0.0000 1598.00000000
  0.364692  -0.0000 1609.00000000
  0.365314  -0.0000 1620.00000000
  0.365936  -0.0000 1631.00000000
  0.366559  -0.0000 1642.00000000
  0.367181  -0.0000 1653.00000000
  0.368114  -0.0000 1669.00000000
  0.369511  -0.0000 1694.00000000
  0.371603  -0.0000 1730.00000000
  0.374733  -0.0000 1786.00000000
  0.379411  -0.0000 1869.00000000
  0.381195  -0.0000 1901.00000000
  0.382977  -0.0000 1932.00000000
  0.384757  -0.0000 1964.00000000
  0.385194  -0.0000 1973.00000000
  0.385613  -0.0000 1981.00000000
  0.386032  -0.0000 1990.00000000
  0.386661  -0.0000 2002.00000000
  0.387603  -0.0000 2022.00000000
  0.389016  -0.0000 2050.00000000
  0.391130  -0.0000 2093.00000000
  0.394293  -0.0000 2158.00000000
  0.399021  -0.0000 2255.00000000
  0.402010  -0.0000 2316.00000000
  0.404992  -0.0000 2377.00000000
  0.405454  -0.0000 2387.00000000
  0.405890  -0.0000 2397.00000000
  0.406325  -0.0000 2408.00000000
  0.406978  -0.0000 2423.00000000
  0.407957  -0.0000 2445.00000000
  0.409424  -0.0000 2480.00000000
  0.411620  -0.0000 2531.00000000
  0.414904  -0.0000 2607.00000000
  0.419813  -0.0000 2723.00000000
  0.421651  -0.0000 2766.00000000
  0.423486  -0.0000 2809.00000000
  0.425319  -0.0000 2852.00000000
  0.425800  -0.0000 2864.00000000
  0.426253  -0.0000 2876.00000000
  0.426707  -0.0000 2888.00000000
  0.427387  -0.0000 2906.00000000
  0.428407  -0.0000 2933.00000000
  0.429935  -0.0000 2973.00000000
  0.432222  -0.0000 3034.00000000
  0.435643  -0.0000 3125.00000000
  0.440756  -0.0000 3262.00000000
  0.442008  -0.0000 3295.00000000
  0.443260  -0.0000 3329.00000000
  0.444510  -0.0000 3362.00000000
  0.446328  -0.0000 3412.00000000
  0.446825  -0.0000 3427.00000000
  0.447323  -0.0000 3442.00000000
  0.447821  -0.0000 3457.00000000
  0.448568  -0.0000 3479.00000000
  0.449687  -0.0000 3513.00000000
  0.451363  -0.0000 3563.00000000
  0.453871  -0.0000 3638.00000000
  0.457624  -0.0000 3751.00000000
  0.463233  -0.0000 3921.00000000
  0.463907  -0.0000 3941.00000000
  0.464581  -0.0000 3962.00000000
  0.465254  -0.0000 3982.00000000
  0.466263  -0.0000 4013.00000000
  0.466750  -0.0000 4029.00000000
  0.467231  -0.0000 4045.00000000
  0.467711  -0.0000 4061.00000000
  0.468433  -0.0000 4085.00000000
  0.469514  -0.0000 4122.00000000
  0.471132  -0.0000 4176.00000000
  0.473555  -0.0000 4258.00000000
  0.477179  -0.0000 4381.00000000
  0.482596  -0.0000 4565.00000000
  0.483445  -0.0000 4594.00000000
  0.484295  -0.0000 4622.00000000
  0.485144  -0.0000 4651.00000000
  0.486416  -0.0000 4695.00000000
  0.486949  -0.0000 4714.00000000
  0.487460  -0.0000 4733.00000000
  0.487971  -0.0000 4752.00000000
  0.488738  -0.0000 4781.00000000
  0.489505  -0.0000 4810.00000000
  0.490654  -0.0000 4853.00000000
  0.492374  -0.0000 4918.00000000
  0.494948  -0.0000 5016.00000000
  0.498799  -0.0000 5162.00000000
  0.504554  -0.0000 5381.00000000
  0.505184  -0.0000 5405.00000000
  0.505813  -0.0000 5429.00000000
  0.506442  -0.0000 5453.00000000
  0.507351  -0.0000 5489.00000000
  0.507903  -0.0000 5512.00000000
  0.508456  -0.0000 5535.00000000
  0.509008  -0.0000 5558.00000000
  0.509836  -0.0000 5593.00000000
  0.511077  -0.0000 5645.00000000
  0.512935  -0.0000 5723.00000000
  0.515716  -0.0000 5840.00000000
  0.519875  -0.0000 6016.00000000
  0.526090  -0.0000 6280.00000000
  0.526633  -0.0000 6303.00000000
  0.527175  -0.0000 6326.00000000
  0.527694  -0.0000 6349.00000000
  0.528437  -0.0000 6384.00000000
  0.529180  -0.0000 6418.00000000
  0.529923  -0.0000 6453.00000000
  0.530666  -0.0000 6487.00000000
  0.531779  -0.0000 6539.00000000
  0.533446  -0.0000 6617.00000000
  0.535940  -0.0000 6734.00000000
  0.539672  -0.0000 6909.00000000
  0.545252  -0.0000 7171.00000000
  0.545919  -0.0000 7202.00000000
  0.546585  -0.0000 7234.00000000
  0.547252  -0.0000 7265.00000000
  0.548214  -0.0000 7312.00000000
  0.548794  -0.0000 7342.00000000
  0.549374  -0.0000 7372.00000000
  0.549954  -0.0000 7402.00000000
  0.550825  -0.0000 7447.00000000
  0.552128  -0.0000 7514.00000000
  0.554080  -0.0000 7614.00000000
  0.557000  -0.0000 7765.00000000
  0.561369  -0.0000 7992.00000000
  0.567897  -0.0000 8332.00000000
  0.568377  -0.0000 8357.00000000
  0.568826  -0.0000 8383.00000000
  0.569276  -0.0000 8408.00000000
  0.569951  -0.0000 8446.00000000
  0.570626  -0.0000 8485.00000000
  0.571637  -0.0000 8542.00000000
  0.573151  -0.0000 8628.00000000
  0.575418  -0.0000 8757.00000000
  0.578809  -0.0000 8950.00000000
  0.583881  -0.0000 9240.00000000
  0.585125  -0.0000 9311.00000000
  0.586368  -0.0000 9382.00000000
  0.587610  -0.0000 9453.00000000
  0.588743  -0.0000 9519.00000000
  0.589290  -0.0000 9553.00000000
  0.589837  -0.0000 9587.00000000
  0.590384  -0.0000 9621.00000000
  0.590931  -0.0000 9655.00000000
  0.591750  -0.0000 9706.00000000
  0.592979  -0.0000 9782.00000000
  0.594818  -0.0000 9897.00000000
  0.596472  -0.0000 10000.00000000
  0.595834  -0.0000 10000.00000000
  0.595834  -0.0000 10000.00000000
  0.595834  -0.0000 10000.00000000
  0.595834  -0.0000 10000.00000000
  0.595834  -0.0000 10000.00000000
  0.595834  -0.0000 10000.00000000
  0.595834  -0.0000 10000.00000000
  0.595834  -0.0000 10000.00000000
  0.595833  -0.0000 10000.00000000
  0.595832  -0.0000 10000.00000000
  0.595831  -0.0000 10000.00000000
  0.595827  -0.0000 10000.00000000
