0.000000 -0.725300
0.050000 -0.707400
0.098200 -0.690100
0.148000 -0.672300
0.198500 -0.654200
0.249400 -0.636000
0.300300 -0.617700
0.351100 -0.599500
0.401700 -0.581400
0.452600 -0.563200
0.503500 -0.545000
0.554100 -0.526900
0.604600 -0.508800
0.655400 -0.490600
0.706100 -0.472400
0.756700 -0.454300
0.807400 -0.436200
0.857900 -0.418100
0.908200 -0.400100
0.959000 -0.381900
1.009700 -0.363800
1.060000 -0.345800
1.110600 -0.327600
1.161400 -0.309400
1.211900 -0.291400
1.262500 -0.273200
1.313000 -0.255200
1.363500 -0.237100
1.414100 -0.219000
1.464700 -0.200900
1.515200 -0.182800
1.565900 -0.164700
1.616400 -0.146600
1.666900 -0.128700
1.716500 -0.109900
1.767200 -0.098300
1.817600 -0.088500
1.868000 -0.080800
1.918400 -0.073800
1.968800 -0.067900
2.019100 -0.062500
2.069300 -0.057800
2.119600 -0.053500
2.169700 -0.049700
2.219900 -0.046200
2.270000 -0.043100
2.320100 -0.040200
2.370100 -0.037600
2.420200 -0.035200
2.470100 -0.033000
2.520100 -0.030900
2.570100 -0.029100
2.620000 -0.027300
2.670000 -0.025700
2.719900 -0.024300
2.769800 -0.022900
2.819700 -0.021600
2.869600 -0.020400
2.919400 -0.019300
2.969300 -0.018300
3.019200 -0.017400
3.069000 -0.016500
3.127300 -0.015500
3.195400 -0.014400
3.274900 -0.013300
3.367900 -0.012200
3.476600 -0.011000
3.603700 -0.009800
3.752100 -0.008600
3.925700 -0.007400
4.128500 -0.006300
4.365600 -0.005300
4.642800 -0.004400
4.966900 -0.003600
5.345700 -0.002900
5.788600 -0.002300
6.306500 -0.001900
6.911900 -0.001600
7.619800 -0.001400
8.447300 -0.001200
9.414800 -0.001100
10.545900 -0.001100
11.868200 -0.001100
13.413900 -0.001100
15.220700 -0.001000
17.332700 -0.001100
19.801300 -0.001100
22.686900 -0.001100
26.059600 -0.001200
30.001700 -0.001300
