0.000000 -0.603100
0.054200 -0.583600
0.105700 -0.565200
0.156800 -0.546900
0.208200 -0.528500
0.260300 -0.509800
0.312500 -0.491100
0.364900 -0.472400
0.417200 -0.453600
0.469700 -0.434900
0.522100 -0.416100
0.574500 -0.397300
0.627000 -0.378500
0.679500 -0.359800
0.732000 -0.341000
0.784400 -0.322200
0.836900 -0.303400
0.889400 -0.284600
0.942000 -0.265800
0.994600 -0.246900
1.047200 -0.228100
1.099800 -0.209300
1.152500 -0.190500
1.205100 -0.171600
1.257600 -0.152800
1.310300 -0.134000
1.363000 -0.115100
1.415600 -0.096300
1.468200 -0.077500
1.520900 -0.058600
1.573600 -0.039800
1.626300 -0.020900
1.678900 -0.002100
1.731700 0.016800
1.784600 0.035600
1.837300 0.054700
1.888100 0.071900
1.937300 0.073900
1.984700 0.073300
2.031500 0.071900
2.078700 0.070400
2.125800 0.068600
2.173000 0.066600
2.220200 0.064500
2.267500 0.062300
2.314900 0.060000
2.362300 0.057800
2.409800 0.055500
2.457400 0.053200
2.505000 0.051000
2.552700 0.048800
2.600500 0.046600
2.648300 0.044500
2.696200 0.042500
2.744200 0.040500
2.792300 0.038600
2.840400 0.036800
2.888600 0.035000
2.936800 0.033300
2.985200 0.031700
3.033500 0.030100
3.082000 0.028600
3.138700 0.027000
3.205100 0.025100
3.282800 0.023100
3.373800 0.021000
3.480400 0.018700
3.605300 0.016300
3.751700 0.013900
3.923200 0.011600
4.124200 0.009300
4.359700 0.007200
4.635700 0.005400
4.958900 0.003800
5.337300 0.002600
5.780200 0.001700
6.298300 0.001000
6.904300 0.000600
7.612900 0.000300
8.441200 0.000200
9.409500 0.000100
10.541400 0.000000
11.864300 0.000000
13.410500 0.000000
15.217800 -0.000000
17.330200 -0.000000
19.799200 -0.000000
22.684900 -0.000000
26.057800 -0.000000
30.000100 -0.000100
